Date,Player,Country,Points
2021-05,Aaron Finch,Australia,791
2021-05,Babar Azam,Pakistan,865
2021-05,David Warner,Australia,773
2021-05,Faf du Plessis,South Africa,778
2021-05,Fakhar Zaman,Pakistan,778
2021-05,Imam-ul-Haq,Pakistan,751
2021-05,Joe Root,England,723
2021-05,Jonny Bairstow,England,785
2021-05,Kane Williamson,New Zealand,754
2021-05,Martin Guptill,New Zealand,707
2021-05,Quinton de Kock,South Africa,756
2021-05,Rohit Sharma,India,825
2021-05,Ross Taylor,New Zealand,801
2021-05,Shai Hope,West Indies,773
2021-05,Virat Kohli,India,857
2021-06,Aaron Finch,Australia,791
2021-06,Babar Azam,Pakistan,865
2021-06,David Warner,Australia,773
2021-06,Faf du Plessis,South Africa,778
2021-06,Fakhar Zaman,Pakistan,778
2021-06,Imam-ul-Haq,Pakistan,751
2021-06,Joe Root,England,723
2021-06,Jonny Bairstow,England,785
2021-06,Kane Williamson,New Zealand,754
2021-06,Mushfiqur Rahim,Bangladesh,734
2021-06,Quinton de Kock,South Africa,756
2021-06,Rohit Sharma,India,825
2021-06,Ross Taylor,New Zealand,801
2021-06,Shai Hope,West Indies,773
2021-06,Virat Kohli,India,857
2021-07,Aaron Finch,Australia,791
2021-07,Babar Azam,Pakistan,865
2021-07,David Warner,Australia,773
2021-07,Faf du Plessis,South Africa,778
2021-07,Fakhar Zaman,Pakistan,778
2021-07,Imam-ul-Haq,Pakistan,751
2021-07,Joe Root,England,751
2021-07,Jonny Bairstow,England,787
2021-07,Kane Williamson,New Zealand,754
2021-07,Mushfiqur Rahim,Bangladesh,734
2021-07,Quinton de Kock,South Africa,756
2021-07,Rohit Sharma,India,825
2021-07,Ross Taylor,New Zealand,801
2021-07,Shai Hope,West Indies,773
2021-07,Virat Kohli,India,857
2021-08,Aaron Finch,Australia,779
2021-08,Babar Azam,Pakistan,873
2021-08,David Warner,Australia,762
2021-08,Fakhar Zaman,Pakistan,741
2021-08,Imam-ul-Haq,Pakistan,717
2021-08,Joe Root,England,740
2021-08,Jonny Bairstow,England,775
2021-08,Kane Williamson,New Zealand,754
2021-08,Martin Guptill,New Zealand,707
2021-08,Mushfiqur Rahim,Bangladesh,723
2021-08,Quinton de Kock,South Africa,758
2021-08,Rohit Sharma,India,813
2021-08,Ross Taylor,New Zealand,801
2021-08,Shai Hope,West Indies,758
2021-08,Virat Kohli,India,844
2021-09,Aaron Finch,Australia,779
2021-09,Babar Azam,Pakistan,873
2021-09,David Warner,Australia,762
2021-09,Fakhar Zaman,Pakistan,741
2021-09,Imam-ul-Haq,Pakistan,717
2021-09,Joe Root,England,740
2021-09,Jonny Bairstow,England,775
2021-09,Kane Williamson,New Zealand,754
2021-09,Martin Guptill,New Zealand,707
2021-09,Mushfiqur Rahim,Bangladesh,723
2021-09,Quinton de Kock,South Africa,758
2021-09,Rohit Sharma,India,813
2021-09,Ross Taylor,New Zealand,801
2021-09,Shai Hope,West Indies,758
2021-09,Virat Kohli,India,844
2021-10,Aaron Finch,Australia,779
2021-10,Babar Azam,Pakistan,873
2021-10,David Warner,Australia,762
2021-10,Fakhar Zaman,Pakistan,741
2021-10,Imam-ul-Haq,Pakistan,717
2021-10,Joe Root,England,740
2021-10,Jonny Bairstow,England,775
2021-10,Kane Williamson,New Zealand,754
2021-10,Martin Guptill,New Zealand,707
2021-10,Mushfiqur Rahim,Bangladesh,723
2021-10,Quinton de Kock,South Africa,747
2021-10,Rohit Sharma,India,813
2021-10,Ross Taylor,New Zealand,801
2021-10,Shai Hope,West Indies,758
2021-10,Virat Kohli,India,844
2021-11,Aaron Finch,Australia,779
2021-11,Babar Azam,Pakistan,873
2021-11,David Warner,Australia,762
2021-11,Fakhar Zaman,Pakistan,741
2021-11,Imam-ul-Haq,Pakistan,717
2021-11,Joe Root,England,740
2021-11,Jonny Bairstow,England,775
2021-11,Kane Williamson,New Zealand,754
2021-11,Martin Guptill,New Zealand,707
2021-11,Mushfiqur Rahim,Bangladesh,723
2021-11,Quinton de Kock,South Africa,747
2021-11,Rohit Sharma,India,813
2021-11,Ross Taylor,New Zealand,801
2021-11,Shai Hope,West Indies,758
2021-11,Virat Kohli,India,844
2021-12,Aaron Finch,Australia,779
2021-12,Babar Azam,Pakistan,873
2021-12,David Warner,Australia,762
2021-12,Fakhar Zaman,Pakistan,741
2021-12,Imam-ul-Haq,Pakistan,717
2021-12,Joe Root,England,740
2021-12,Jonny Bairstow,England,775
2021-12,Kane Williamson,New Zealand,754
2021-12,Martin Guptill,New Zealand,707
2021-12,Mushfiqur Rahim,Bangladesh,723
2021-12,Quinton de Kock,South Africa,743
2021-12,Rohit Sharma,India,813
2021-12,Ross Taylor,New Zealand,801
2021-12,Shai Hope,West Indies,758
2021-12,Virat Kohli,India,844
2022-01,Aaron Finch,Australia,779
2022-01,Babar Azam,Pakistan,873
2022-01,David Warner,Australia,762
2022-01,Fakhar Zaman,Pakistan,741
2022-01,Imam-ul-Haq,Pakistan,717
2022-01,Joe Root,England,740
2022-01,Jonny Bairstow,England,775
2022-01,Kane Williamson,New Zealand,754
2022-01,Martin Guptill,New Zealand,707
2022-01,Mushfiqur Rahim,Bangladesh,723
2022-01,Quinton de Kock,South Africa,743
2022-01,Rohit Sharma,India,813
2022-01,Ross Taylor,New Zealand,801
2022-01,Shai Hope,West Indies,758
2022-01,Virat Kohli,India,844
2022-02,Aaron Finch,Australia,779
2022-02,Babar Azam,Pakistan,873
2022-02,David Warner,Australia,762
2022-02,Fakhar Zaman,Pakistan,741
2022-02,Joe Root,England,740
2022-02,Jonny Bairstow,England,775
2022-02,Kane Williamson,New Zealand,754
2022-02,Mushfiqur Rahim,Bangladesh,723
2022-02,Quinton de Kock,South Africa,783
2022-02,Rassie van der Dussen,South Africa,750
2022-02,Rohit Sharma,India,801
2022-02,Ross Taylor,New Zealand,801
2022-02,Shai Hope,West Indies,743
2022-02,Shikhar Dhawan,India,718
2022-02,Virat Kohli,India,836
2022-03,Aaron Finch,Australia,779
2022-03,Babar Azam,Pakistan,873
2022-03,David Warner,Australia,762
2022-03,Fakhar Zaman,Pakistan,741
2022-03,Imam-ul-Haq,Pakistan,717
2022-03,Joe Root,England,740
2022-03,Jonny Bairstow,England,775
2022-03,Martin Guptill,New Zealand,707
2022-03,Mushfiqur Rahim,Bangladesh,710
2022-03,Quinton de Kock,South Africa,783
2022-03,Rassie van der Dussen,South Africa,750
2022-03,Rohit Sharma,India,791
2022-03,Shai Hope,West Indies,713
2022-03,Shikhar Dhawan,India,701
2022-03,Virat Kohli,India,811
2022-04,Aaron Finch,Australia,758
2022-04,Babar Azam,Pakistan,884
2022-04,David Warner,Australia,754
2022-04,Fakhar Zaman,Pakistan,739
2022-04,Imam-ul-Haq,Pakistan,773
2022-04,Joe Root,England,740
2022-04,Jonny Bairstow,England,775
2022-04,Martin Guptill,New Zealand,696
2022-04,Quinton de Kock,South Africa,789
2022-04,Rassie van der Dussen,South Africa,769
2022-04,Rohit Sharma,India,791
2022-04,Ross Taylor,New Zealand,794
2022-04,Shai Hope,West Indies,713
2022-04,Shikhar Dhawan,India,701
2022-04,Virat Kohli,India,811
2022-05,Aaron Finch,Australia,745
2022-05,Babar Azam,Pakistan,891
2022-05,David Warner,Australia,750
2022-05,Fakhar Zaman,Pakistan,730
2022-05,Imam-ul-Haq,Pakistan,795
2022-05,Joe Root,England,740
2022-05,Jonny Bairstow,England,775
2022-05,Martin Guptill,New Zealand,696
2022-05,Quinton de Kock,South Africa,789
2022-05,Rassie van der Dussen,South Africa,769
2022-05,Rohit Sharma,India,791
2022-05,Ross Taylor,New Zealand,775
2022-05,Shai Hope,West Indies,713
2022-05,Shikhar Dhawan,India,701
2022-05,Virat Kohli,India,811
2022-06,Aaron Finch,Australia,745
2022-06,Babar Azam,Pakistan,891
2022-06,David Warner,Australia,750
2022-06,Fakhar Zaman,Pakistan,730
2022-06,Imam-ul-Haq,Pakistan,795
2022-06,Joe Root,England,740
2022-06,Jonny Bairstow,England,775
2022-06,Martin Guptill,New Zealand,696
2022-06,Quinton de Kock,South Africa,789
2022-06,Rassie van der Dussen,South Africa,769
2022-06,Rohit Sharma,India,791
2022-06,Ross Taylor,New Zealand,775
2022-06,Shai Hope,West Indies,726
2022-06,Shikhar Dhawan,India,701
2022-06,Virat Kohli,India,811
2022-07,Aaron Finch,Australia,715
2022-07,Babar Azam,Pakistan,892
2022-07,David Warner,Australia,737
2022-07,Fakhar Zaman,Pakistan,701
2022-07,Imam-ul-Haq,Pakistan,815
2022-07,Joe Root,England,718
2022-07,Jonny Bairstow,England,752
2022-07,Martin Guptill,New Zealand,696
2022-07,Quinton de Kock,South Africa,789
2022-07,Rassie van der Dussen,South Africa,769
2022-07,Rohit Sharma,India,791
2022-07,Ross Taylor,New Zealand,775
2022-07,Shai Hope,West Indies,718
2022-07,Shikhar Dhawan,India,702
2022-07,Virat Kohli,India,811
2022-08,Aaron Finch,Australia,715
2022-08,Babar Azam,Pakistan,892
2022-08,David Warner,Australia,737
2022-08,Fakhar Zaman,Pakistan,701
2022-08,Imam-ul-Haq,Pakistan,815
2022-08,Joe Root,England,691
2022-08,Jonny Bairstow,England,732
2022-08,Martin Guptill,New Zealand,691
2022-08,Quinton de Kock,South Africa,784
2022-08,Rassie van der Dussen,South Africa,789
2022-08,Rohit Sharma,India,763
2022-08,Ross Taylor,New Zealand,744
2022-08,Shai Hope,West Indies,687
2022-08,Shikhar Dhawan,India,693
2022-08,Virat Kohli,India,767
2022-09,Aaron Finch,Australia,695
2022-09,Babar Azam,Pakistan,890
2022-09,David Warner,Australia,730
2022-09,Fakhar Zaman,Pakistan,690
2022-09,Imam-ul-Haq,Pakistan,779
2022-09,Joe Root,England,691
2022-09,Jonny Bairstow,England,732
2022-09,Kane Williamson,New Zealand,697
2022-09,Martin Guptill,New Zealand,681
2022-09,Quinton de Kock,South Africa,784
2022-09,Rassie van der Dussen,South Africa,789
2022-09,Rohit Sharma,India,740
2022-09,Ross Taylor,New Zealand,722
2022-09,Shikhar Dhawan,India,696
2022-09,Virat Kohli,India,744
2022-10,Babar Azam,Pakistan,890
2022-10,David Warner,Australia,725
2022-10,Fakhar Zaman,Pakistan,690
2022-10,Imam-ul-Haq,Pakistan,779
2022-10,Joe Root,England,691
2022-10,Jonny Bairstow,England,732
2022-10,Kane Williamson,New Zealand,685
2022-10,Quinton de Kock,South Africa,784
2022-10,Rassie van der Dussen,South Africa,789
2022-10,Rohit Sharma,India,740
2022-10,Ross Taylor,New Zealand,701
2022-10,Shai Hope,West Indies,679
2022-10,Shikhar Dhawan,India,696
2022-10,Steven Smith,Australia,697
2022-10,Virat Kohli,India,744
2022-11,Babar Azam,Pakistan,890
2022-11,David Warner,Australia,725
2022-11,Fakhar Zaman,Pakistan,690
2022-11,Imam-ul-Haq,Pakistan,779
2022-11,Joe Root,England,691
2022-11,Jonny Bairstow,England,732
2022-11,Kane Williamson,New Zealand,685
2022-11,Quinton de Kock,South Africa,759
2022-11,Rassie van der Dussen,South Africa,766
2022-11,Rohit Sharma,India,718
2022-11,Ross Taylor,New Zealand,701
2022-11,Shai Hope,West Indies,679
2022-11,Steven Smith,Australia,697
2022-11,Tamim Iqbal,Bangladesh,675
2022-11,Virat Kohli,India,722
2022-12,Babar Azam,Pakistan,890
2022-12,David Warner,Australia,747
2022-12,Fakhar Zaman,Pakistan,690
2022-12,Imam-ul-Haq,Pakistan,779
2022-12,Joe Root,England,670
2022-12,Jonny Bairstow,England,710
2022-12,Kane Williamson,New Zealand,700
2022-12,Paul Stirling,Ireland,664
2022-12,Quinton de Kock,South Africa,759
2022-12,Rassie van der Dussen,South Africa,766
2022-12,Rohit Sharma,India,697
2022-12,Shai Hope,West Indies,679
2022-12,Steven Smith,Australia,719
2022-12,Tamim Iqbal,Bangladesh,675
2022-12,Virat Kohli,India,700
2023-01,Babar Azam,Pakistan,893
2023-01,David Warner,Australia,747
2023-01,Fakhar Zaman,Pakistan,680
2023-01,Imam-ul-Haq,Pakistan,747
2023-01,Joe Root,England,670
2023-01,Jonny Bairstow,England,710
2023-01,Kane Williamson,New Zealand,718
2023-01,Paul Stirling,Ireland,664
2023-01,Quinton de Kock,South Africa,759
2023-01,Rassie van der Dussen,South Africa,766
2023-01,Rohit Sharma,India,715
2023-01,Shai Hope,West Indies,679
2023-01,Shreyas Iyer,India,662
2023-01,Steven Smith,Australia,719
2023-01,Virat Kohli,India,726
2023-02,Babar Azam,Pakistan,887
2023-02,David Warner,Australia,747
2023-02,Fakhar Zaman,Pakistan,699
2023-02,Harry Tector,Ireland,680
2023-02,Imam-ul-Haq,Pakistan,740
2023-02,Jonny Bairstow,England,689
2023-02,Kane Williamson,New Zealand,700
2023-02,Quinton de Kock,South Africa,743
2023-02,Rassie van der Dussen,South Africa,787
2023-02,Rohit Sharma,India,719
2023-02,Shai Hope,West Indies,679
2023-02,Shubman Gill,India,734
2023-02,Steven Smith,Australia,719
2023-02,Tamim Iqbal,Bangladesh,655
