Date,Player,Country,Points
1986-02,Sunil Gavaskar,India,686
1986-02,Vivian Richards,West Indies,935
1986-03,Allan Border,Australia,762
1986-03,Allan Lamb,England,883
1986-03,David Gower,England,817
1986-03,Desmond Haynes,West Indies,891
1986-03,Dilip Vengsarkar,India,731
1986-03,Gordon Greenidge,West Indies,752
1986-03,Graham Gooch,England,766
1986-03,Gus Logie,West Indies,671
1986-03,Javed Miandad,Pakistan,804
1986-03,Jeremy Coney,New Zealand,670
1986-03,Kapil Dev,India,681
1986-03,Kepler Wessels,Australia,728
1986-03,Martin Crowe,New Zealand,724
1986-03,Roy Dias,Sri Lanka,722
1986-03,Vivian Richards,West Indies,935
1986-04,Allan Border,Australia,737
1986-04,Allan Lamb,England,851
1986-04,David Gower,England,792
1986-04,Desmond Haynes,West Indies,892
1986-04,Dilip Vengsarkar,India,731
1986-04,Gordon Greenidge,West Indies,728
1986-04,Graham Gooch,England,798
1986-04,Javed Miandad,Pakistan,791
1986-04,Jeremy Coney,New Zealand,675
1986-04,Kapil Dev,India,681
1986-04,Kepler Wessels,Australia,714
1986-04,Martin Crowe,New Zealand,715
1986-04,Roy Dias,Sri Lanka,673
1986-04,Sir Richie Richardson,West Indies,701
1986-04,Vivian Richards,West Indies,935
1986-05,Allan Border,Australia,733
1986-05,Allan Lamb,England,851
1986-05,David Gower,England,792
1986-05,Desmond Haynes,West Indies,892
1986-05,Dilip Vengsarkar,India,735
1986-05,Gordon Greenidge,West Indies,728
1986-05,Graham Gooch,England,798
1986-05,Gus Logie,West Indies,661
1986-05,Javed Miandad,Pakistan,839
1986-05,Jeremy Coney,New Zealand,662
1986-05,Kepler Wessels,Australia,710
1986-05,Martin Crowe,New Zealand,698
1986-05,Sir Richie Richardson,West Indies,701
1986-05,Sunil Gavaskar,India,701
1986-05,Vivian Richards,West Indies,935
1986-06,Allan Border,Australia,733
1986-06,Allan Lamb,England,837
1986-06,David Gower,England,800
1986-06,Desmond Haynes,West Indies,892
1986-06,Dilip Vengsarkar,India,730
1986-06,Gordon Greenidge,West Indies,728
1986-06,Graham Gooch,England,787
1986-06,Gus Logie,West Indies,661
1986-06,Javed Miandad,Pakistan,839
1986-06,Jeremy Coney,New Zealand,662
1986-06,Kepler Wessels,Australia,710
1986-06,Martin Crowe,New Zealand,698
1986-06,Sir Richie Richardson,West Indies,701
1986-06,Sunil Gavaskar,India,707
1986-06,Vivian Richards,West Indies,935
1986-07,Allan Border,Australia,733
1986-07,Allan Lamb,England,837
1986-07,David Gower,England,800
1986-07,Desmond Haynes,West Indies,892
1986-07,Dilip Vengsarkar,India,730
1986-07,Gordon Greenidge,West Indies,728
1986-07,Graham Gooch,England,787
1986-07,Gus Logie,West Indies,661
1986-07,Javed Miandad,Pakistan,839
1986-07,Jeremy Coney,New Zealand,662
1986-07,Kepler Wessels,Australia,710
1986-07,Martin Crowe,New Zealand,698
1986-07,Sir Richie Richardson,West Indies,701
1986-07,Sunil Gavaskar,India,707
1986-07,Vivian Richards,West Indies,935
1986-08,Allan Border,Australia,733
1986-08,Allan Lamb,England,833
1986-08,David Gower,England,785
1986-08,Desmond Haynes,West Indies,892
1986-08,Dilip Vengsarkar,India,730
1986-08,Gordon Greenidge,West Indies,728
1986-08,Graham Gooch,England,802
1986-08,Gus Logie,West Indies,661
1986-08,Javed Miandad,Pakistan,839
1986-08,Kapil Dev,India,661
1986-08,Kepler Wessels,Australia,710
1986-08,Martin Crowe,New Zealand,718
1986-08,Sir Richie Richardson,West Indies,701
1986-08,Sunil Gavaskar,India,707
1986-08,Vivian Richards,West Indies,935
1986-09,Allan Border,Australia,733
1986-09,Allan Lamb,England,833
1986-09,David Gower,England,785
1986-09,Desmond Haynes,West Indies,892
1986-09,Dilip Vengsarkar,India,730
1986-09,Gordon Greenidge,West Indies,728
1986-09,Graham Gooch,England,802
1986-09,Gus Logie,West Indies,661
1986-09,Javed Miandad,Pakistan,839
1986-09,Kapil Dev,India,661
1986-09,Kepler Wessels,Australia,710
1986-09,Martin Crowe,New Zealand,718
1986-09,Sir Richie Richardson,West Indies,701
1986-09,Sunil Gavaskar,India,707
1986-09,Vivian Richards,West Indies,935
1986-10,Allan Border,Australia,740
1986-10,Allan Lamb,England,833
1986-10,David Boon,Australia,688
1986-10,David Gower,England,785
1986-10,Desmond Haynes,West Indies,892
1986-10,Dilip Vengsarkar,India,734
1986-10,Gordon Greenidge,West Indies,728
1986-10,Graham Gooch,England,802
1986-10,Javed Miandad,Pakistan,839
1986-10,Kapil Dev,India,663
1986-10,Kepler Wessels,Australia,699
1986-10,Martin Crowe,New Zealand,718
1986-10,Sir Richie Richardson,West Indies,701
1986-10,Sunil Gavaskar,India,710
1986-10,Vivian Richards,West Indies,935
1986-11,Allan Border,Australia,762
1986-11,Allan Lamb,England,833
1986-11,David Boon,Australia,684
1986-11,David Gower,England,785
1986-11,Desmond Haynes,West Indies,888
1986-11,Dilip Vengsarkar,India,726
1986-11,Gordon Greenidge,West Indies,761
1986-11,Graham Gooch,England,802
1986-11,Javed Miandad,Pakistan,827
1986-11,Kapil Dev,India,678
1986-11,Kepler Wessels,Australia,689
1986-11,Martin Crowe,New Zealand,718
1986-11,Sir Richie Richardson,West Indies,689
1986-11,Sunil Gavaskar,India,688
1986-11,Vivian Richards,West Indies,935
1986-12,Allan Border,Australia,762
1986-12,Allan Lamb,England,833
1986-12,David Gower,England,785
1986-12,Desmond Haynes,West Indies,882
1986-12,Dilip Vengsarkar,India,707
1986-12,Gordon Greenidge,West Indies,737
1986-12,Graham Gooch,England,802
1986-12,Gus Logie,West Indies,702
1986-12,Javed Miandad,Pakistan,840
1986-12,Kapil Dev,India,686
1986-12,Kepler Wessels,Australia,689
1986-12,Martin Crowe,New Zealand,718
1986-12,Sir Richie Richardson,West Indies,708
1986-12,Sunil Gavaskar,India,704
1986-12,Vivian Richards,West Indies,933
1987-01,Allan Border,Australia,756
1987-01,Allan Lamb,England,844
1987-01,David Gower,England,772
1987-01,Desmond Haynes,West Indies,872
1987-01,Dilip Vengsarkar,India,686
1987-01,Gordon Greenidge,West Indies,747
1987-01,Graham Gooch,England,798
1987-01,Gus Logie,West Indies,689
1987-01,Javed Miandad,Pakistan,840
1987-01,Kapil Dev,India,690
1987-01,Kepler Wessels,Australia,685
1987-01,Martin Crowe,New Zealand,718
1987-01,Sir Richie Richardson,West Indies,761
1987-01,Sunil Gavaskar,India,678
1987-01,Vivian Richards,West Indies,932
1987-02,Allan Border,Australia,758
1987-02,Allan Lamb,England,833
1987-02,David Gower,England,747
1987-02,Dean Jones,Australia,833
1987-02,Desmond Haynes,West Indies,828
1987-02,Geoff Marsh,Australia,703
1987-02,Gordon Greenidge,West Indies,736
1987-02,Graham Gooch,England,759
1987-02,Gus Logie,West Indies,694
1987-02,Javed Miandad,Pakistan,843
1987-02,Martin Crowe,New Zealand,718
1987-02,Sir Richie Richardson,West Indies,695
1987-02,Steve Waugh,Australia,706
1987-02,Sunil Gavaskar,India,689
1987-02,Vivian Richards,West Indies,932
1987-03,Allan Border,Australia,749
1987-03,Allan Lamb,England,845
1987-03,David Gower,England,739
1987-03,Dean Jones,Australia,822
1987-03,Desmond Haynes,West Indies,820
1987-03,Geoff Marsh,Australia,702
1987-03,Gordon Greenidge,West Indies,729
1987-03,Graham Gooch,England,748
1987-03,Gus Logie,West Indies,688
1987-03,Javed Miandad,Pakistan,834
1987-03,Kris Srikkanth,India,691
1987-03,Martin Crowe,New Zealand,718
1987-03,Steve Waugh,Australia,689
1987-03,Sunil Gavaskar,India,686
1987-03,Vivian Richards,West Indies,931
1987-04,Allan Border,Australia,749
1987-04,Allan Lamb,England,845
1987-04,David Gower,England,739
1987-04,Dean Jones,Australia,822
1987-04,Desmond Haynes,West Indies,821
1987-04,Geoff Marsh,Australia,702
1987-04,Gordon Greenidge,West Indies,811
1987-04,Graham Gooch,England,748
1987-04,Gus Logie,West Indies,679
1987-04,Javed Miandad,Pakistan,850
1987-04,Kris Srikkanth,India,679
1987-04,Martin Crowe,New Zealand,721
1987-04,Steve Waugh,Australia,689
1987-04,Sunil Gavaskar,India,693
1987-04,Vivian Richards,West Indies,932
1987-05,Allan Border,Australia,755
1987-05,Allan Lamb,England,832
1987-05,Chris Broad,England,700
1987-05,David Boon,Australia,721
1987-05,David Gower,England,728
1987-05,Dean Jones,Australia,810
1987-05,Desmond Haynes,West Indies,821
1987-05,Dilip Vengsarkar,India,713
1987-05,Geoff Marsh,Australia,684
1987-05,Gordon Greenidge,West Indies,811
1987-05,Graham Gooch,England,763
1987-05,Javed Miandad,Pakistan,881
1987-05,Martin Crowe,New Zealand,721
1987-05,Sunil Gavaskar,India,705
1987-05,Vivian Richards,West Indies,932
1987-06,Allan Border,Australia,755
1987-06,Allan Lamb,England,829
1987-06,Chris Broad,England,738
1987-06,David Boon,Australia,721
1987-06,David Gower,England,722
1987-06,Dean Jones,Australia,810
1987-06,Desmond Haynes,West Indies,821
1987-06,Dilip Vengsarkar,India,713
1987-06,Geoff Marsh,Australia,684
1987-06,Gordon Greenidge,West Indies,811
1987-06,Graham Gooch,England,738
1987-06,Javed Miandad,Pakistan,904
1987-06,Martin Crowe,New Zealand,721
1987-06,Sunil Gavaskar,India,705
1987-06,Vivian Richards,West Indies,932
1987-07,Allan Border,Australia,755
1987-07,Allan Lamb,England,829
1987-07,Chris Broad,England,738
1987-07,David Boon,Australia,721
1987-07,David Gower,England,722
1987-07,Dean Jones,Australia,810
1987-07,Desmond Haynes,West Indies,821
1987-07,Dilip Vengsarkar,India,713
1987-07,Geoff Marsh,Australia,684
1987-07,Gordon Greenidge,West Indies,811
1987-07,Graham Gooch,England,738
1987-07,Javed Miandad,Pakistan,904
1987-07,Martin Crowe,New Zealand,721
1987-07,Sunil Gavaskar,India,705
1987-07,Vivian Richards,West Indies,932
1987-08,Allan Border,Australia,755
1987-08,Allan Lamb,England,829
1987-08,Chris Broad,England,738
1987-08,David Boon,Australia,721
1987-08,David Gower,England,722
1987-08,Dean Jones,Australia,810
1987-08,Desmond Haynes,West Indies,821
1987-08,Dilip Vengsarkar,India,713
1987-08,Geoff Marsh,Australia,684
1987-08,Gordon Greenidge,West Indies,811
1987-08,Graham Gooch,England,738
1987-08,Javed Miandad,Pakistan,904
1987-08,Martin Crowe,New Zealand,721
1987-08,Sunil Gavaskar,India,705
1987-08,Vivian Richards,West Indies,932
1987-09,Allan Border,Australia,755
1987-09,Allan Lamb,England,829
1987-09,Chris Broad,England,738
1987-09,David Boon,Australia,721
1987-09,David Gower,England,722
1987-09,Dean Jones,Australia,810
1987-09,Desmond Haynes,West Indies,821
1987-09,Dilip Vengsarkar,India,713
1987-09,Geoff Marsh,Australia,684
1987-09,Gordon Greenidge,West Indies,811
1987-09,Graham Gooch,England,738
1987-09,Javed Miandad,Pakistan,904
1987-09,Martin Crowe,New Zealand,721
1987-09,Sunil Gavaskar,India,705
1987-09,Vivian Richards,West Indies,932
1987-10,Allan Border,Australia,755
1987-10,Allan Lamb,England,829
1987-10,Chris Broad,England,738
1987-10,David Boon,Australia,721
1987-10,David Gower,England,722
1987-10,Dean Jones,Australia,810
1987-10,Desmond Haynes,West Indies,821
1987-10,Dilip Vengsarkar,India,713
1987-10,Geoff Marsh,Australia,684
1987-10,Gordon Greenidge,West Indies,811
1987-10,Graham Gooch,England,738
1987-10,Javed Miandad,Pakistan,904
1987-10,Martin Crowe,New Zealand,721
1987-10,Sunil Gavaskar,India,705
1987-10,Vivian Richards,West Indies,932
1987-11,Allan Border,Australia,727
1987-11,Allan Lamb,England,844
1987-11,Chris Broad,England,731
1987-11,David Boon,Australia,788
1987-11,Dean Jones,Australia,813
1987-11,Desmond Haynes,West Indies,808
1987-11,Dilip Vengsarkar,India,732
1987-11,Geoff Marsh,Australia,803
1987-11,Gordon Greenidge,West Indies,787
1987-11,Graham Gooch,England,783
1987-11,Javed Miandad,Pakistan,898
1987-11,Martin Crowe,New Zealand,727
1987-11,Rameez Raja,Pakistan,728
1987-11,Sunil Gavaskar,India,744
1987-11,Vivian Richards,West Indies,933
1987-12,Allan Border,Australia,722
1987-12,Allan Lamb,England,839
1987-12,Chris Broad,England,723
1987-12,David Boon,Australia,816
1987-12,Dean Jones,Australia,812
1987-12,Desmond Haynes,West Indies,808
1987-12,Dilip Vengsarkar,India,728
1987-12,Geoff Marsh,Australia,792
1987-12,Gordon Greenidge,West Indies,787
1987-12,Graham Gooch,England,863
1987-12,Javed Miandad,Pakistan,887
1987-12,Martin Crowe,New Zealand,727
1987-12,Rameez Raja,Pakistan,736
1987-12,Steve Waugh,Australia,728
1987-12,Vivian Richards,West Indies,933
1988-01,Allan Border,Australia,722
1988-01,Allan Lamb,England,839
1988-01,Chris Broad,England,723
1988-01,David Boon,Australia,816
1988-01,Dean Jones,Australia,812
1988-01,Desmond Haynes,West Indies,796
1988-01,Geoff Marsh,Australia,792
1988-01,Gordon Greenidge,West Indies,786
1988-01,Graham Gooch,England,863
1988-01,Javed Miandad,Pakistan,887
1988-01,Kapil Dev,India,749
1988-01,Martin Crowe,New Zealand,727
1988-01,Rameez Raja,Pakistan,736
1988-01,Steve Waugh,Australia,728
1988-01,Vivian Richards,West Indies,933
1988-02,Allan Border,Australia,692
1988-02,Allan Lamb,England,839
1988-02,Chris Broad,England,723
1988-02,David Boon,Australia,814
1988-02,Dean Jones,Australia,845
1988-02,Desmond Haynes,West Indies,757
1988-02,Geoff Marsh,Australia,705
1988-02,Gordon Greenidge,West Indies,796
1988-02,Graham Gooch,England,863
1988-02,Javed Miandad,Pakistan,887
1988-02,Kapil Dev,India,736
1988-02,Martin Crowe,New Zealand,723
1988-02,Rameez Raja,Pakistan,736
1988-02,Steve Waugh,Australia,721
1988-02,Vivian Richards,West Indies,932
1988-03,Allan Lamb,England,835
1988-03,Chris Broad,England,723
1988-03,David Boon,Australia,811
1988-03,Dean Jones,Australia,840
1988-03,Desmond Haynes,West Indies,757
1988-03,Dilip Vengsarkar,India,692
1988-03,Geoff Marsh,Australia,736
1988-03,Gordon Greenidge,West Indies,796
1988-03,Graham Gooch,England,859
1988-03,Javed Miandad,Pakistan,887
1988-03,Kapil Dev,India,736
1988-03,Martin Crowe,New Zealand,723
1988-03,Rameez Raja,Pakistan,736
1988-03,Steve Waugh,Australia,721
1988-03,Vivian Richards,West Indies,932
1988-04,Allan Lamb,England,819
1988-04,Chris Broad,England,774
1988-04,David Boon,Australia,811
1988-04,Dean Jones,Australia,840
1988-04,Desmond Haynes,West Indies,767
1988-04,Geoff Marsh,Australia,736
1988-04,Gordon Greenidge,West Indies,799
1988-04,Graham Gooch,England,842
1988-04,Gus Logie,West Indies,702
1988-04,Javed Miandad,Pakistan,891
1988-04,Kapil Dev,India,753
1988-04,Rameez Raja,Pakistan,756
1988-04,Sir Richie Richardson,West Indies,744
1988-04,Steve Waugh,Australia,721
1988-04,Vivian Richards,West Indies,913
1988-05,Allan Lamb,England,819
1988-05,Chris Broad,England,774
1988-05,David Boon,Australia,811
1988-05,Dean Jones,Australia,840
1988-05,Desmond Haynes,West Indies,767
1988-05,Geoff Marsh,Australia,736
1988-05,Gordon Greenidge,West Indies,799
1988-05,Graham Gooch,England,842
1988-05,Gus Logie,West Indies,702
1988-05,Javed Miandad,Pakistan,891
1988-05,Kapil Dev,India,753
1988-05,Rameez Raja,Pakistan,756
1988-05,Sir Richie Richardson,West Indies,744
1988-05,Steve Waugh,Australia,721
1988-05,Vivian Richards,West Indies,913
1988-06,Allan Lamb,England,805
1988-06,Chris Broad,England,783
1988-06,David Boon,Australia,811
1988-06,Dean Jones,Australia,840
1988-06,Desmond Haynes,West Indies,746
1988-06,Geoff Marsh,Australia,736
1988-06,Gordon Greenidge,West Indies,790
1988-06,Graham Gooch,England,837
1988-06,Javed Miandad,Pakistan,891
1988-06,Kapil Dev,India,753
1988-06,Mike Gatting,England,695
1988-06,Rameez Raja,Pakistan,756
1988-06,Sir Richie Richardson,West Indies,707
1988-06,Steve Waugh,Australia,721
1988-06,Vivian Richards,West Indies,905
1988-07,Allan Lamb,England,805
1988-07,Chris Broad,England,783
1988-07,David Boon,Australia,811
1988-07,Dean Jones,Australia,840
1988-07,Desmond Haynes,West Indies,746
1988-07,Geoff Marsh,Australia,736
1988-07,Gordon Greenidge,West Indies,790
1988-07,Graham Gooch,England,837
1988-07,Javed Miandad,Pakistan,891
1988-07,Kapil Dev,India,753
1988-07,Mike Gatting,England,695
1988-07,Rameez Raja,Pakistan,756
1988-07,Sir Richie Richardson,West Indies,707
1988-07,Steve Waugh,Australia,721
1988-07,Vivian Richards,West Indies,905
1988-08,Allan Lamb,England,805
1988-08,Chris Broad,England,783
1988-08,David Boon,Australia,811
1988-08,Dean Jones,Australia,840
1988-08,Desmond Haynes,West Indies,746
1988-08,Geoff Marsh,Australia,736
1988-08,Gordon Greenidge,West Indies,790
1988-08,Graham Gooch,England,837
1988-08,Javed Miandad,Pakistan,891
1988-08,Kapil Dev,India,753
1988-08,Mike Gatting,England,695
1988-08,Rameez Raja,Pakistan,756
1988-08,Sir Richie Richardson,West Indies,707
1988-08,Steve Waugh,Australia,721
1988-08,Vivian Richards,West Indies,905
1988-09,Allan Lamb,England,805
1988-09,Chris Broad,England,783
1988-09,David Boon,Australia,811
1988-09,Dean Jones,Australia,840
1988-09,Desmond Haynes,West Indies,746
1988-09,Geoff Marsh,Australia,736
1988-09,Gordon Greenidge,West Indies,790
1988-09,Graham Gooch,England,837
1988-09,Javed Miandad,Pakistan,891
1988-09,Kapil Dev,India,753
1988-09,Mike Gatting,England,695
1988-09,Rameez Raja,Pakistan,756
1988-09,Sir Richie Richardson,West Indies,707
1988-09,Steve Waugh,Australia,721
1988-09,Vivian Richards,West Indies,905
1988-10,Allan Border,Australia,688
1988-10,Allan Lamb,England,813
1988-10,David Boon,Australia,811
1988-10,Dean Jones,Australia,840
1988-10,Desmond Haynes,West Indies,746
1988-10,Geoff Marsh,Australia,736
1988-10,Gordon Greenidge,West Indies,790
1988-10,Graham Gooch,England,825
1988-10,Javed Miandad,Pakistan,891
1988-10,Kapil Dev,India,753
1988-10,Mike Gatting,England,692
1988-10,Rameez Raja,Pakistan,756
1988-10,Sir Richie Richardson,West Indies,707
1988-10,Steve Waugh,Australia,721
1988-10,Vivian Richards,West Indies,905
1988-11,Allan Lamb,England,813
1988-11,David Boon,Australia,810
1988-11,Dean Jones,Australia,836
1988-11,Desmond Haynes,West Indies,787
1988-11,Dilip Vengsarkar,India,691
1988-11,Geoff Marsh,Australia,758
1988-11,Gordon Greenidge,West Indies,822
1988-11,Graham Gooch,England,825
1988-11,Javed Miandad,Pakistan,890
1988-11,Kapil Dev,India,694
1988-11,Mike Gatting,England,692
1988-11,Rameez Raja,Pakistan,710
1988-11,Saleem Malik,Pakistan,716
1988-11,Steve Waugh,Australia,708
1988-11,Vivian Richards,West Indies,887
1988-12,Allan Lamb,England,813
1988-12,David Boon,Australia,810
1988-12,Dean Jones,Australia,836
1988-12,Desmond Haynes,West Indies,787
1988-12,Dilip Vengsarkar,India,699
1988-12,Geoff Marsh,Australia,758
1988-12,Gordon Greenidge,West Indies,822
1988-12,Graham Gooch,England,825
1988-12,Javed Miandad,Pakistan,890
1988-12,Kapil Dev,India,696
1988-12,Mike Gatting,England,692
1988-12,Rameez Raja,Pakistan,710
1988-12,Saleem Malik,Pakistan,716
1988-12,Steve Waugh,Australia,708
1988-12,Vivian Richards,West Indies,887
1989-01,Allan Lamb,England,813
1989-01,David Boon,Australia,816
1989-01,Dean Jones,Australia,835
1989-01,Desmond Haynes,West Indies,829
1989-01,Geoff Marsh,Australia,763
1989-01,Gordon Greenidge,West Indies,830
1989-01,Graham Gooch,England,825
1989-01,Javed Miandad,Pakistan,892
1989-01,Kapil Dev,India,688
1989-01,Kris Srikkanth,India,679
1989-01,Mike Gatting,England,692
1989-01,Rameez Raja,Pakistan,688
1989-01,Saleem Malik,Pakistan,721
1989-01,Steve Waugh,Australia,732
1989-01,Vivian Richards,West Indies,871
1989-02,Allan Border,Australia,679
1989-02,Allan Lamb,England,813
1989-02,David Boon,Australia,758
1989-02,Dean Jones,Australia,854
1989-02,Desmond Haynes,West Indies,821
1989-02,Geoff Marsh,Australia,789
1989-02,Gordon Greenidge,West Indies,797
1989-02,Graham Gooch,England,825
1989-02,Javed Miandad,Pakistan,885
1989-02,Kapil Dev,India,688
1989-02,Kris Srikkanth,India,679
1989-02,Mike Gatting,England,692
1989-02,Saleem Malik,Pakistan,682
1989-02,Steve Waugh,Australia,744
1989-02,Vivian Richards,West Indies,858
1989-03,Allan Border,Australia,679
1989-03,Allan Lamb,England,813
1989-03,David Boon,Australia,758
1989-03,Dean Jones,Australia,854
1989-03,Desmond Haynes,West Indies,821
1989-03,Geoff Marsh,Australia,789
1989-03,Gordon Greenidge,West Indies,797
1989-03,Graham Gooch,England,825
1989-03,Javed Miandad,Pakistan,880
1989-03,Kapil Dev,India,688
1989-03,Kris Srikkanth,India,679
1989-03,Mike Gatting,England,692
1989-03,Saleem Malik,Pakistan,718
1989-03,Steve Waugh,Australia,744
1989-03,Vivian Richards,West Indies,858
1989-04,Allan Lamb,England,813
1989-04,Andrew Jones,New Zealand,777
1989-04,David Boon,Australia,758
1989-04,Dean Jones,Australia,854
1989-04,Desmond Haynes,West Indies,860
1989-04,Dilip Vengsarkar,India,684
1989-04,Geoff Marsh,Australia,789
1989-04,Gordon Greenidge,West Indies,822
1989-04,Graham Gooch,England,825
1989-04,Javed Miandad,Pakistan,854
1989-04,Martin Crowe,New Zealand,695
1989-04,Mike Gatting,England,692
1989-04,Saleem Malik,Pakistan,739
1989-04,Steve Waugh,Australia,744
1989-04,Vivian Richards,West Indies,851
1989-05,Allan Lamb,England,813
1989-05,Andrew Jones,New Zealand,777
1989-05,David Boon,Australia,758
1989-05,Dean Jones,Australia,854
1989-05,Desmond Haynes,West Indies,860
1989-05,Dilip Vengsarkar,India,684
1989-05,Geoff Marsh,Australia,789
1989-05,Gordon Greenidge,West Indies,822
1989-05,Graham Gooch,England,825
1989-05,Javed Miandad,Pakistan,854
1989-05,Martin Crowe,New Zealand,695
1989-05,Mike Gatting,England,692
1989-05,Saleem Malik,Pakistan,739
1989-05,Steve Waugh,Australia,744
1989-05,Vivian Richards,West Indies,851
1989-06,Allan Border,Australia,689
1989-06,Allan Lamb,England,824
1989-06,Andrew Jones,New Zealand,777
1989-06,David Boon,Australia,739
1989-06,Dean Jones,Australia,832
1989-06,Desmond Haynes,West Indies,860
1989-06,Dilip Vengsarkar,India,684
1989-06,Geoff Marsh,Australia,803
1989-06,Gordon Greenidge,West Indies,822
1989-06,Graham Gooch,England,843
1989-06,Javed Miandad,Pakistan,854
1989-06,Martin Crowe,New Zealand,695
1989-06,Saleem Malik,Pakistan,739
1989-06,Steve Waugh,Australia,758
1989-06,Vivian Richards,West Indies,851
1989-07,Allan Border,Australia,689
1989-07,Allan Lamb,England,824
1989-07,Andrew Jones,New Zealand,777
1989-07,David Boon,Australia,739
1989-07,Dean Jones,Australia,832
1989-07,Desmond Haynes,West Indies,860
1989-07,Dilip Vengsarkar,India,684
1989-07,Geoff Marsh,Australia,803
1989-07,Gordon Greenidge,West Indies,822
1989-07,Graham Gooch,England,843
1989-07,Javed Miandad,Pakistan,854
1989-07,Martin Crowe,New Zealand,695
1989-07,Saleem Malik,Pakistan,739
1989-07,Steve Waugh,Australia,758
1989-07,Vivian Richards,West Indies,851
1989-08,Allan Border,Australia,689
1989-08,Allan Lamb,England,824
1989-08,Andrew Jones,New Zealand,777
1989-08,David Boon,Australia,739
1989-08,Dean Jones,Australia,832
1989-08,Desmond Haynes,West Indies,860
1989-08,Dilip Vengsarkar,India,684
1989-08,Geoff Marsh,Australia,803
1989-08,Gordon Greenidge,West Indies,822
1989-08,Graham Gooch,England,843
1989-08,Javed Miandad,Pakistan,854
1989-08,Martin Crowe,New Zealand,695
1989-08,Saleem Malik,Pakistan,739
1989-08,Steve Waugh,Australia,758
1989-08,Vivian Richards,West Indies,851
1989-09,Allan Border,Australia,689
1989-09,Allan Lamb,England,824
1989-09,Andrew Jones,New Zealand,777
1989-09,David Boon,Australia,739
1989-09,Dean Jones,Australia,832
1989-09,Desmond Haynes,West Indies,860
1989-09,Dilip Vengsarkar,India,684
1989-09,Geoff Marsh,Australia,803
1989-09,Gordon Greenidge,West Indies,822
1989-09,Graham Gooch,England,843
1989-09,Javed Miandad,Pakistan,854
1989-09,Martin Crowe,New Zealand,695
1989-09,Saleem Malik,Pakistan,739
1989-09,Steve Waugh,Australia,758
1989-09,Vivian Richards,West Indies,851
1989-10,Allan Border,Australia,689
1989-10,Allan Lamb,England,824
1989-10,Andrew Jones,New Zealand,777
1989-10,David Boon,Australia,739
1989-10,Dean Jones,Australia,832
1989-10,Desmond Haynes,West Indies,860
1989-10,Dilip Vengsarkar,India,684
1989-10,Geoff Marsh,Australia,803
1989-10,Gordon Greenidge,West Indies,822
1989-10,Graham Gooch,England,843
1989-10,Javed Miandad,Pakistan,854
1989-10,Martin Crowe,New Zealand,695
1989-10,Saleem Malik,Pakistan,739
1989-10,Steve Waugh,Australia,758
1989-10,Vivian Richards,West Indies,851
1989-11,Allan Border,Australia,713
1989-11,Allan Lamb,England,819
1989-11,Andrew Jones,New Zealand,777
1989-11,Aravinda De Silva,Sri Lanka,743
1989-11,Dean Jones,Australia,853
1989-11,Desmond Haynes,West Indies,861
1989-11,Geoff Marsh,Australia,799
1989-11,Gordon Greenidge,West Indies,778
1989-11,Graham Gooch,England,814
1989-11,Javed Miandad,Pakistan,808
1989-11,Martin Crowe,New Zealand,695
1989-11,Navjot Sidhu,India,710
1989-11,Saleem Malik,Pakistan,822
1989-11,Steve Waugh,Australia,751
1989-11,Vivian Richards,West Indies,830
1989-12,Allan Border,Australia,713
1989-12,Allan Lamb,England,819
1989-12,Andrew Jones,New Zealand,777
1989-12,Aravinda De Silva,Sri Lanka,743
1989-12,Dean Jones,Australia,853
1989-12,Desmond Haynes,West Indies,861
1989-12,Geoff Marsh,Australia,799
1989-12,Gordon Greenidge,West Indies,778
1989-12,Graham Gooch,England,814
1989-12,Javed Miandad,Pakistan,808
1989-12,Martin Crowe,New Zealand,695
1989-12,Navjot Sidhu,India,710
1989-12,Saleem Malik,Pakistan,822
1989-12,Steve Waugh,Australia,751
1989-12,Vivian Richards,West Indies,830
1990-01,Allan Border,Australia,704
1990-01,Allan Lamb,England,819
1990-01,Andrew Jones,New Zealand,777
1990-01,Aravinda De Silva,Sri Lanka,722
1990-01,Dean Jones,Australia,870
1990-01,Desmond Haynes,West Indies,861
1990-01,Geoff Marsh,Australia,807
1990-01,Gordon Greenidge,West Indies,778
1990-01,Graham Gooch,England,814
1990-01,Javed Miandad,Pakistan,788
1990-01,Martin Crowe,New Zealand,695
1990-01,Saleem Malik,Pakistan,795
1990-01,Sir Richie Richardson,West Indies,692
1990-01,Steve Waugh,Australia,738
1990-01,Vivian Richards,West Indies,830
1990-02,Allan Border,Australia,720
1990-02,Allan Lamb,England,819
1990-02,Andrew Jones,New Zealand,777
1990-02,Aravinda De Silva,Sri Lanka,707
1990-02,David Boon,Australia,695
1990-02,Dean Jones,Australia,867
1990-02,Desmond Haynes,West Indies,861
1990-02,Geoff Marsh,Australia,785
1990-02,Gordon Greenidge,West Indies,778
1990-02,Graham Gooch,England,814
1990-02,Javed Miandad,Pakistan,784
1990-02,Martin Crowe,New Zealand,695
1990-02,Saleem Malik,Pakistan,791
1990-02,Steve Waugh,Australia,729
1990-02,Vivian Richards,West Indies,830
1990-03,Allan Border,Australia,729
1990-03,Allan Lamb,England,819
1990-03,Andrew Jones,New Zealand,767
1990-03,Aravinda De Silva,Sri Lanka,709
1990-03,Dean Jones,Australia,888
